@relation Dataset_soal_bhs_indo_sd_completed-REV1-b

@attribute jenissoal {Memaknai,Sinonim/Antonim,Membaca,Analisa,Paragraf,Membandingkan,Melengkapi,Sastra,Mengurutkan,'Tata Penulisan',Iklan/Laporan/Pidato}
@attribute uraiansoal string
@attribute pertanyaansoal string
@attribute opsi1soal string
@attribute opsi2soal string
@attribute opsi3soal string
@attribute opsi4soal string
@attribute kuncijawabansoal string
@attribute kategorisoal {Mudah,Sedang,Sulit}

@data
Membaca,' Pembiasaan Hidup Sehat Sejak Kecil Pola hidup sehat harus dibiasakan sejak kecil oleh para orang tua kepada anak-anak mereka. Pola hidup sehat itu antara lain meliputi makan makanan bergizi; istirahat yang cukup; olah raga teratur; dan memeriksakan kesehatan diri ke dokter secarateratur pula. Kebiasaan makan makanan bergizi dengan kadar seimbang menyebabkan tubuh anak mengalami pertumbuhan dan perkembangan yang baik. Selain itu tubuh anak yang sehat juga mempunyai daya kekebalan yang baik terhadap serangan berbagai penyakit. Orang tua harus memenuhi kebutuhan zat gizi anak-anaknya. Pemenuhan gizi itu dimulai dengan pemberian ASI saat anak masih di usia balita. Semakin bertambah usia; maka semakin bertambah pula kebutuhan gizi seorang anak.  ','Bagaimana cara memenuhi gizi anak pada usia balita $',' Menambah gizi anak seiring bertambahnya usia anak.',' Makan makanan bergizi; istirahat cukup; dan olahraga keras.',' Mempunyai kekebalan yang baik terhadap serangan berbagai penyakit.','  Pemenuhan gizi dengan pemberian ASI saat anak masih di usia balita',' Pemenuhan gizi dengan pemberian ASI saat anak masih di usia balita',Sulit
Membaca,'Paginya ia bangun seperti biasanya. Salat subuh; mandi lalu sarapan pagi. Pukul 06.40 ia berangkat sekolah. Sesampainya di sekolah; ia sempat beristirahat sebentar. Lalu masuk. Jam pertama ulangan Matematika. Fauzan mengerjakan soal ulangan dengan tenang. Meskipun ada soal yang tidak bisa; ia berusaha mengerjakan soal apa adanya. Fauzan tetap jujur. Ia tidak mau menyontek pekerjaan teman sebangku. Dodo tidak bisa mengerjakan soal ulangan. Dodo ingin menyontek; tetapi tidak ada kesempatan. Pak Budi mengawasi dengan ketat. Ia juga tidak bisa minta bantuan kepada teman-temannya. Keringat membasahi tubuhnya. Ia pusing. Ia pun pasrah. Seandainya ia sempat belajar; mungkin ia tidak bingung.','Simpulan dari paragraf tersebut adalah....',' \tDodo tidak perlu belajar karena ia sudah menguasai pelajaran Matematika.',' Semua siswa dapat mengerjakan ulangan Matematika dengan nilai baik.',' Pak Budi  mengawasi siswa dengan ketat agar para siswa tidak menyontek.',' Dodo tidak dapat mengerjakan ulangan Matematika karena tidak belajar','Dodo tidak dapat mengerjakan ulangan Matematika karena tidak belajar',Sulit
Membaca,' Bacalah cerita berikut! Pak Hardi adalah tukang tambal ban yang giat bekerja. Ia menghidupi tiga orang anaknya yang masih kecil. Setiap hari; ia harus pergi ke tempat tambal ban di pinggir jalan. Walau tak seberapa yang didapatkan setiap harinya; ia selalu bersyukur. Dalam hatinya; ia ingin mendapatkan pekerjaan yang layak dan dapat menghidupi keluarganya seperti kebanyakan orang. Suatu pagi; ia bergegas menuju tempat pekerjaannya. Tiba tiba  $Bluuk ...!ada sebuah tas jatuh di depannya. Dipungutnya lalu diteriakkan kepada seorang wanita yang sedang dibonceng sepeda motor.  $Ibu...  ibu ...  tas ibu jatuh ...! teriaknya. Spontan ibu muda yang dibonceng tadi menoleh ke belakang. Tukang ojek pun berhenti dan si ibu muda tadi berlari menuju Pak Hardi.  $He ... kamu mau mencuri ya ! $ Teriak ibu tadi.  $Maaf Bu; tas ibu ini terjatuh dan saya memungutnya untuk saya kembalikan; $ kata Pak Hardi dengan jujur.  $Ah aku tidak percaya; mana ada pencuri mengaku; $ Si ibu muda naik pitam. Beruntung ada ketua RT yang kebetulan lewat dan memperhatikan sedari tadi.  $Maaf Bu; Bapak ini memang benar; ia memungut dan mengembalikannya kepada ibu. Seharusnya ibu berterima kasih kepada Bapak ini. $ Tanpa basa basi ibu itu langsung pergi tanpa sepata kata. ',' Penyebab terjadinya konflik pada cerita tersebut adalah $',' Pak Hardi dituduh sebagai pencuri',' Pak Hardi diremehkan sebagai tukang tambal ban',' Pak Hardi terbebani hutang yang banyak',' Pak Hardi memiliki anak yang nakal',' Pak Hardi dituduh sebagai pencuri',Sulit
Membaca,' Suatu pagi; ia bergegas menuju tempat pekerjaannya. Tiba tiba  $Bluuk ...!ada sebuah tas jatuh di depannya. Dipungutnya lalu diteriakkan kepada seorang wanita yang sedang dibonceng sepeda motor.  $Ibu...  ibu ...  tas ibu jatuh ...! teriaknya. Spontan ibu muda yang dibonceng tadi menoleh ke belakang. Tukang ojek pun berhenti dan si ibu muda tadi berlari menuju Pak Hardi.  $He ... kamu mau mencuri ya ! $ Teriak ibu tadi.  $Maaf Bu; tas ibu ini terjatuh dan saya memungutnya untuk saya kembalikan; $ kata Pak Hardi dengan jujur.  $Ah aku tidak percaya; mana ada pencuri mengaku; $ Si ibu muda naik pitam. Beruntung ada ketua RT yang kebetulan lewat dan memperhatikan sedari tadi.  $Maaf Bu; Bapak ini memang benar; ia memungut dan mengembalikannya kepada ibu. Seharusnya ibu berterima kasih kepada Bapak ini. $ Tanpa basa basi ibu itu langsung pergi tanpa sepata kata.  ',' Nilai yang terkandung dalam cerita tersebut adalah $',' Jangan mudah menyalahkan orang lain.',' Jangan mudah menuduh orang lain',' Bebuat baiklah kepada orang lain',' Kiat harus membantu sesama',' Jangan mudah menuduh orang lain',Sulit
Membaca,' Bahan bakar minyak memiliki berbagai kegunaan. Sepeda motor rnenggunakan bahan bakar pertalite. Kendaraan bermesin diesel menggunakan bahan bakar solar. Pesawat terbang menggunakan avtur sebagai bahan bakar. Ibu rumah tangga menggunakan minyak tanah sebagai bahan bakar kompor minyak.',' Ide pokok paragraf tersebut adalah',' kegunaan bahan bakar minyak',' berbagai jenis kendaraan',' bahan bakar rumah tangga',' manfaat pertalite dan minyak tanah',' kegunaan bahan bakar minyak',Sulit
Membaca,' Bayam mengandung berbagai nutrisi yang bermanfaat bagi kesehatan. Kandungan zat besi bayam mencegah penyakit anemia. Sementara itu; seratnya dapat membantu mengatasi disentri.',' Ringkasan paragraf tersebut adalah',' Bayam mengandung zat besi untuk menyembuhkan anemia dan disentri.',' Kandungan serat dan zat besi dalam bayam dapat menyembuhkan semua penyakit.',' Kandungan nutrisi bayam mencegah anemia dan membantu mengatasi disentri.',' Bayam mengandung nutrisi yang terdiri atas zat besi dan serat mencegah anemia.',' Kandungan nutrisi bayam mencegah anemia dan membantu mengatasi disentri.',Sulit
Membaca,' Pada tanggal 28 Oktober 1928; para pemuda mengikrarkan Sumpah Pemuda. lkrar tersebut merupakan modal berharga bagi terwujudnya persatuan. Tekad untuk bersatu telah mengesampingkan unsur kedaerahan; kesukuan; keagamaan; dan golongan. Berkat persatuan muncul organisasi-organisasi pergerakan nasional.',' Hal yang akan terjadi jika para pemuda tidak mengikrarkan Sumpah Pemuda adalah',' rasa kedaerahan tiap pemuda masih kuat',' organisasi-organisasi dilarang keberadaannya',' negara kesatuan tidak segera terbentuk',' Indonesia tidak memiliki organisasi',' rasa kedaerahan tiap pemuda masih kuat',Sulit
Membaca,' Kukuruyu adalah raja bangsa ayam. la bersahabat dengan Halili; raja bangsa ikan tongkol. Mereka saling kunjung; meskipun hidup di alam yang berbeda. Suatu hari Kukuruyu mengajak Halili ikut pesta dansa di kampung nelayan. Mereka sepakat datang; saat senja tiba. Halili berpesan kepada Kukuruyu agar memberi tahu jika waktu fajar telah tiba. Jika tidak; bangsa manusia akan menyantap mereka. Kukuruyu menyanggupinya. Makanan enak tersaji di pesta. Kukuruyu dan Halili makan terlalu banyak. Mereka pun tertidur Ielap hingga melewati waktu fajar karena kekenyangan. Semua ikan tongkol ditangkap oleh nelayan. Halili kesal karena Kukuruyu ingkar janji. Halili bersumpah akan memakan bangsa ayam yang datang ke laut. Persahabatan mereka pun berubah menjadi permusuhan.',' Akhir cerita tersebut adalah',' Kukuruyu disumpahi Halili menjadi sahabatnya.',' Persahabatan Kukuruyu dan Halili tetap abadi.',' Bangsa ayam dan bangsa ikan tongkol bermusuhan.',' Kukuruyu tidak akan ke laut agar tidak dimakan Halili.',' Bangsa ayam dan bangsa ikan tongkol bermusuhan.',Sulit
Membaca,' Kukuruyu adalah raja bangsa ayam. la bersahabat dengan Halili; raja bangsa ikan tongkol. Mereka saling kunjung; meskipun hidup di alam yang berbeda. Suatu hari Kukuruyu mengajak Halili ikut pesta dansa di kampung nelayan. Mereka sepakat datang; saat senja tiba. Halili berpesan kepada Kukuruyu agar memberi tahu jika waktu fajar telah tiba. Jika tidak; bangsa manusia akan menyantap mereka. Kukuruyu menyanggupinya. Makanan enak tersaji di pesta. Kukuruyu dan Halili makan terlalu banyak. Mereka pun tertidur Ielap hingga melewati waktu fajar karena kekenyangan. Semua ikan tongkol ditangkap oleh nelayan. Halili kesal karena Kukuruyu ingkar janji. Halili bersumpah akan memakan bangsa ayam yang datang ke laut. Persahabatan mereka pun berubah menjadi permusuhan. ',' Amanat cerita tersebut adalah',' Jalinlah persahabatan dengan saling menghormati',' Tepatilah janji yang pernah diucapkan',' Jangan menginginkan barang yang bukan haknya!',' Kasihilah makhluk lain dengan sepenuh hati! ',' Tepatilah janji yang pernah diucapkan',Sulit
Membaca,' Jeko pergi ke hutan malam itu; ia mernakai topeng. Jeko memanjat pohon dengan rnembawa jaring untuk menangkap Goji; gajah sahabatnya. Jeko akan mengambil gading milik Goji Gading tersebut akan dijualnya. Tak larna kemudian; Goji dan Monyi. monvet kecil lewat. jeko bersiap-siap melempar jaringnya. Tiba-tiba; ranting yang dipanjat Jeko patah. la jatuh. Jeko mengalami luka-Iuka. Monyi segera menolong Jeko. Monyi membuka topeng Jeko. Goji dan Monyi mengantarkan Jeko pulang ke rurnah Jeko. Jeko kecewa tefah berniat jahat kepada Goji. Setelah sampai di rumah Jeko; Monyi segera mengobati luka Jeko. Pagi harinya; Goji mencarikan buah-buahan untuk Jeko. Sejak saat itu Jeko berjanji akan menyayangi Goji dan Monyi.',' Simpulan cerita tersebut adalah',' Goji menyadari niat jahat Jeko yang telah ditolongnya.',' Goji dan Jeko adalah sahabat baik yang telah rnenolong Monyi.',' Monyi sembuh karena ditolong oleh Goji dan Jeko; sahabatnya.',' Jeko berjanji akan menyayangi Goji dan Monyi sebagai sahabat. ','Jeko berjanji akan menyayangi Goji dan Monyi sebagai sahabat. ',Sulit
Membaca,' Hari Minggu yang dinanti oleh Mira akhirnya tiba. la dapat bermain dengan teman�temannya. Hatinya sangat gernbira. Saat mau melangkah tiba-tiba ia dipanggil ibunya.   Mir; ayo bantu Ibu memasak!     Ya; Bu;   jawab Mira sambil berlari.   Mir; cuci sayuran itu; ya!   suruh ibunya.   Ya; Bu.   Mira segera mencuci sayuran tersebut hingga bersih. Lalu ia membersihkan lantai yang kotor. Sesudah itu Mira meminta izin untuk bermain. Mira bergegas menuju halaman. Teman-temannya mengharnpiri:   Ayo; kita main petak umpet!   ajak mereka.   Ayo; maaf ya; tadi aku rnembantu ibuku dutur Mira memberi alasan. Ia bergabung dengan teman-temannya. Mereka bermain petak umpet di halaman rumah. Halaman rumah tempat mereka bermain cukup luas. Mereka bermain dengan gembira. Secara bergantian ada yang berjaga dan bersembunyi. Tanpa terasa hari telah sore. Mereka menyudahi permainan. Mereka pulang ke rumah masing-masing.',' Peristiwa yang akan terjadi jika Mira tidak membantu ibu memasak adalah',' Mira tidak akan bisa ikut bermain petak umpet.',' Lantai dapur ibu tetap kotor selamanya.',' Mira sedih karena ia tidak membantu ibunya.',' Pekerjaan rumah ibu Mira tidak cepat','Pekerjaan rumah ibu Mira tidak cepat',Sulit
Membaca,' Hari Minggu yang dinanti oleh Mira akhirnya tiba. la dapat bermain dengan teman�temannya. Hatinya sangat gernbira. Saat mau melangkah tiba-tiba ia dipanggil ibunya.   Mir; ayo bantu Ibu memasak!     Ya; Bu;   jawab Mira sambil berlari.   Mir; cuci sayuran itu; ya!   suruh ibunya.   Ya; Bu.   Mira segera mencuci sayuran tersebut hingga bersih. Lalu ia membersihkan lantai yang kotor. Sesudah itu Mira meminta izin untuk bermain. Mira bergegas menuju halaman. Teman-temannya mengharnpiri:   Ayo; kita main petak umpet!   ajak mereka.   Ayo; maaf ya; tadi aku rnembantu ibuku dutur Mira memberi alasan. Ia bergabung dengan teman-temannya. Mereka bermain petak umpet di halaman rumah. Halaman rumah tempat mereka bermain cukup luas. Mereka bermain dengan gembira. Secara bergantian ada yang berjaga dan bersembunyi. Tanpa terasa hari telah sore. Mereka menyudahi permainan. Mereka pulang ke rumah masing-masing.',' Nilai moral positif tokoh Mira pada cerita tersebut adalah','mau membantu teman-temannya','meminta rnaaf kepada ibu karena bermain','memaafkan teman yang datang terlambat','mau memenuhi permintaan ibunya','mau memenuhi permintaan ibunya',Sulit
Membaca,' Mangga merupakan tanaman buah musiman. Petani melakukan berbagai cara agar tanaman mangga berbuah tidak hanya pada musimnya. Petani dapat melakukan pemangkasan tanaman mangga. Petani juga dapat memacu pembuahan dengan zat perangsang buah.','  Bagaimana petani membuat tanaman mangga berbuah tidak hanya pada musimnya $ Cara petani membuat tanaman mangga berbuah tidak hanya pada musimnya adalah  ',' memacu pertumbuhan daun dan menanam p.ada musimnya',' melakukan pemangkasan tanaman dan pemberian zat perangsang buah',' memberikan zat perangsang daun dan melakukan pemangkasan',' melakukan pemangkasan buah dan pernberian z.at perangsang buah',' melakukan pemangkasan tanaman dan pemberian zat perangsang buah',Sulit
Membaca,'  $Begini Intan; saat ini musim penghujan. Jadi; persediaan air di desa ini sangat melimpah. Sawah disini termasuk sawah tadah hujan sehingga air hujan merupakan sumber pengairan yang utama. Nah; selagi air melimpah; para petani memanfaatkan sawahnya untuk ditanami padi. Padi termasuk tanaman yang membutuhkan banyak air. Jadi musim hujan begini saat paling tepat untuk menanam padi. Namun; tidak berarti petani disini tidak suka menanam sayuran atau buah-buahan. Pada musim kemarau; ada yang menanam sayuran; misalnya; cabai; sawi; terung; tomat; dan kubis. Ada juga petani yang menanam buah- buahan; seperti semangka dan melon; $ Paman Danu menjelaskan.   $Selain itu; yang ditanam pada musim kemarau apa; Paman $ $ Tanya Intan lagi.  $Yang ditanam antara lain palawija; misalnya kacang tanah; jagung; atau kedelai. $  $Mengapa petani menanam sayuran dan palawija pada musim kemarau; Paman $ $ Tanya Intan.  Paman Danu pun menjelaskan;  $Hal ini karena tanaman sayuran dan palawija termasuk kurang cocok ditanam pada lahan banyak air. Namun; tidak berarti tanaman tersebut tidak memerlukan air. $  $Semua tanaman membutuhkan air. Namun; tanaman sejenis palawija dan sayuran hanya memerlukan pengairan pada saat-saat tertentu. Tanah tempat tanaman itu tumbuh tidak boleh basah atau tergenang air terus- menerus. Jika air sampai menggenang terus-menerus; akar atau batangnya dapat membusuk; $tambah Paman Danu. ','  Bagaimana cara petani memanfaatkan air hujan yang melimpah $ Cara petani memanfaatkan air hujan yang melimpah dengan .... ',' membuat sawah tadah hujan untuk ditanami sayuran   ',' menanam palawija di sawah tadah hujan   ',' menanam padi di sawah tadah hujan   ','mengalirkan air ke sawah dan ladang',' menanam padi di sawah tadah hujan   ',Sulit
Membaca,'  $Begini Intan; saat ini musim penghujan. Jadi; persediaan air di desa ini sangat melimpah. Sawah disini termasuk sawah tadah hujan sehingga air hujan merupakan sumber pengairan yang utama. Nah; selagi air melimpah; para petani memanfaatkan sawahnya untuk ditanami padi. Padi termasuk tanaman yang membutuhkan banyak air. Jadi musim hujan begini saat paling tepat untuk menanam padi. Namun; tidak berarti petani disini tidak suka menanam sayuran atau buah-buahan. Pada musim kemarau; ada yang  menanam sayuran; misalnya; cabai; sawi; terung; tomat; dan kubis. Ada juga petani yang menanam buah- buahan; seperti semangka dan melon; $ Paman Danu menjelaskan.   $Selain itu; yang ditanam pada musim kemarau apa; Paman $ $ Tanya Intan lagi.  $Yang ditanam antara lain palawija; misalnya kacang tanah; jagung; atau kedelai. $  $Mengapa petani menanam sayuran dan palawija pada musim kemarau; Paman $ $ Tanya Intan.  Paman Danu pun menjelaskan;  $Hal ini karena tanaman sayuran dan palawija termasuk kurang cocok ditanam pada lahan banyak air. Namun; tidak berarti tanaman tersebut tidak memerlukan air. $  $Semua tanaman membutuhkan air. Namun; tanaman sejenis palawija dan sayuran hanya memerlukan pengairan  pada saat-saat tertentu. Tanah tempat tanaman itu tumbuh tidak boleh basah atau tergenang air terus- menerus. Jika air sampai menggenang terus-menerus; akar atau batangnya dapat membusuk; $tambah Paman Danu.','  Mengapa tanaman palawija tidak memerlukan pengairan secara terus menerus $  Tanaman palawija tidak memerlukan pengairan secara terus menerus karena .... ',' buah pada tumbuhan palawija akan membusuk jika terlalu banyak air   ',' daun tanaman palawija akan membusuk jika tanahnya tergenang air   ',' tanaman palawija membutuhkan banyak air di waktu tertentu untuk tumbuh   ','akar atau batang tanaman palawija akan membusuk jika terlalu banyak air','akar atau batang tanaman palawija akan membusuk jika terlalu banyak air',Sulit
Membaca,' Induk Ayam dan Burung Elang hidup berdampingan dengan rukun. Keduanya saling menolong dalam keseharian. Suatu hari Induk Ayam mendatangi Elang. Malam itu; Induk Ayam mendapat undangan pesta. Ia bermaksud meminjam cincin yang indah milik elang. Sambil menyerahkan cincin; Elang berpesan;  $Hati-hati; benda ini sangat berharga bagiku. Kalau hilang; nyawa anak-anakmu sebagai jaminannya. $ Induk Ayam sangat menikmati pesta yang meriah itu. Ia menjadi pusat perhatian kaum ayam. Semua mengagumi cincin yang dipakainya. Ia menari mengikuti alunan musik bersama teman-temannya. Semaraknya suasna membuat Induk Ayam lupa pada anak serta cincin di cakarnya. Karena lelah; ia terlelap tidur. Keesokan hari; ia teringat pada cincin Burung Elang. Induk Ayam menengok kakinya.  $Hah; celaka aku! $ Dengan panik; dikoreknya setiap gundukan tanah. Ia mencari-cari cincin itu. Karena lelah; akhirnya ia melapor kepada Burung Elang. Burung Elang sangat murka. Ia mengancam akan mengambil anak-anak ayam. Sampai kini; induk ayam masih terus mengais tanah. Ia berusaha melindungi anak-anaknya dari buruan elang.  ',' Kesimpulan cerita tersebut adalah ....',' burung elang berhasil memburu anak-anak ayam   ',' kedua sahabat itu saling mengingkari perjanjiannya   ',' induk ayam sudah tidak mencari cincin milik burung elang   ','persahabatan keduanya tercederai akibat ulah induk ayam','persahabatan keduanya tercederai akibat ulah induk ayam',Sulit
Membaca,' Induk Ayam dan Burung Elang hidup berdampingan dengan rukun. Keduanya saling menolong dalam keseharian. Suatu hari Induk Ayam mendatangi Elang. Malam itu; Induk Ayam mendapat undangan pesta. Ia bermaksud meminjam cincin yang indah milik elang. Sambil menyerahkan cincin; Elang berpesan;  $Hati-hati; benda ini sangat berharga bagiku. Kalau hilang; nyawa anak-anakmu sebagai jaminannya. $ Induk Ayam sangat menikmati pesta yang meriah itu. Ia menjadi pusat perhatian kaum ayam. Semua mengagumi cincin yang dipakainya. Ia menari mengikuti alunan musik bersama teman-temannya. Semaraknya suasna membuat Induk Ayam lupa pada anak serta cincin di cakarnya. Karena lelah; ia terlelap tidur. Keesokan hari; ia teringat pada cincin Burung Elang. Induk Ayam menengok kakinya.  $Hah; celaka aku! $ Dengan panik; dikoreknya setiap gundukan tanah. Ia mencari-cari cincin itu. Karena lelah; akhirnya ia melapor kepada Burung Elang. Burung Elang sangat murka. Ia mengancam akan mengambil anak-anak ayam. Sampai kini; induk ayam masih terus mengais tanah. Ia berusaha melindungi anak-anaknya dari buruan elang.  ',' Hal yang akan terjadi jika induk ayam tidak pergi ke pesta malam itu adalah ....',' induk ayam tidak perlu melindungi anaknya   ',' cincin burung elang menjadi milik induk ayam   ',' pesta kaum ayam tidak akan meriah malam itu   ','induk ayam tidak meminjam cincin burung elang','induk ayam tidak meminjam cincin burung elang',Sulit
Membaca,' Induk Ayam dan Burung Elang hidup berdampingan dengan rukun. Keduanya saling menolong dalam keseharian. Suatu hari Induk Ayam mendatangi Elang. Malam itu; Induk Ayam mendapat undangan pesta. Ia bermaksud meminjam cincin yang indah milik elang. Sambil menyerahkan cincin; Elang berpesan;  $Hati-hati; benda ini sangat berharga bagiku. Kalau hilang; nyawa anak-anakmu sebagai jaminannya. $ Induk Ayam sangat menikmati pesta yang meriah itu. Ia menjadi pusat perhatian kaum ayam. Semua mengagumi cincin yang dipakainya. Ia menari mengikuti alunan musik bersama teman-temannya. Semaraknya suasna membuat Induk Ayam lupa pada anak serta cincin di cakarnya. Karena lelah; ia terlelap tidur. Keesokan hari; ia teringat pada cincin Burung Elang. Induk Ayam menengok kakinya.  $Hah; celaka aku! $ Dengan panik; dikoreknya setiap gundukan tanah. Ia mencari-cari cincin itu. Karena lelah; akhirnya ia melapor kepada Burung Elang. Burung Elang sangat murka. Ia mengancam akan mengambil anak-anak ayam. Sampai kini; induk ayam masih terus mengais tanah. Ia berusaha melindungi anak-anaknya dari buruan elang.',' Awal konflik cerita tersebut adalah ....',' induk ayam dan burung elang hidup berdampingan   ',' induk ayam mendapat undangan pesta pada malam itu   ',' induk ayam menghilangkan cincin yang indah milik elang   ','induk ayam meminjam cincin milik elang dengan perjanjian','induk ayam meminjam cincin milik elang dengan perjanjian',Sulit
Membaca,' Induk Ayam dan Burung Elang hidup berdampingan dengan rukun. Keduanya saling menolong dalam keseharian. Suatu hari Induk Ayam mendatangi Elang. Malam itu; Induk Ayam mendapat undangan pesta. Ia bermaksud meminjam cincin yang indah milik elang. Sambil menyerahkan cincin; Elang berpesan;  $Hati-hati; benda ini sangat berharga bagiku. Kalau hilang; nyawa anak-anakmu sebagai jaminannya. $ Induk Ayam sangat menikmati pesta yang meriah itu. Ia menjadi pusat perhatian kaum ayam. Semua mengagumi cincin yang dipakainya. Ia menari mengikuti alunan musik bersama teman-temannya. Semaraknya suasna membuat Induk Ayam lupa pada anak serta cincin di cakarnya. Karena lelah; ia terlelap tidur. Keesokan hari; ia teringat pada cincin Burung Elang. Induk Ayam menengok kakinya.  $Hah; celaka aku! $ Dengan panik; dikoreknya setiap gundukan tanah. Ia mencari-cari cincin itu. Karena lelah; akhirnya ia melapor kepada Burung Elang. Burung Elang sangat murka. Ia mengancam akan mengambil anak-anak ayam. Sampai kini; induk ayam masih terus mengais tanah. Ia berusaha melindungi anak-anaknya dari buruan elang.',' Amanat yang terkandung pada cerita tersebut adalah ....',' kita harus menjaga dan bertanggung jawab terhadap barang pinjaman   ',' berlebihan saat melakukan pesta akan menimbulkan malapetaka   ',' kita harus mengutamakan persahabatan di atas segala-galanya   ','kita harus berusaha untuk menghadiri undangan yang diterima',' kita harus menjaga dan bertanggung jawab terhadap barang pinjaman   ',Sulit
Membaca,' Wortel adalah salah satu jenis sayuran yang memiliki banyak manfaat. Sayuran tersebut mengandung serat yang berfungsi untuk melancarkan pencernaan. Selain itu; kandungan dari vit A dalam wortel sangat baik untuk kesehatan mat Tidak hanya itu saja; wortel juga bisa dimanfaatkan sebagai pewarna alami.',' Ide pokok dari paragraf diatas yaitu  ',' Wortel adala sayuran yang memiliki banyak manfaat.   ',' Sayuran tersebut mengandung serat untuk melancarkan pencernaan.   ',' Kandungan dari vit A dalam wortel sangat baik untuk kesehatan mat   ','Wortel juga bisa dimanfaatkan sebagai pewarna alami.',' Wortel adala sayuran yang memiliki banyak manfaat.   ',Sulit
Membaca,' Induk ayam dan juga anaknya hidup didalam sebuah hutan yang sangat lebat. Mereka tinggal bersandingan dengan keluarga bebek. Di suatu hari sang induk bebek hendak pergi ke suatu lembah. Beliau berpesan kepada anaknya untuk tidak membuka pintu; kecuali hanya untuk ibunya.  Supaya mereka tidak salah mengenali; maka ibu bebek mengarjkan anak-anaknya sebuah lagu. Tanpa disadari; ternyata serigala mendengar lagu yang diajarkan oleh ibu bebek kepada anak-anaknya. Kemudian ibu bebek pergi meninggalkan anak-anaknya dirumah.  Tak lama; ada yang mengetuk pintu rumah bebek; namun mereka mengingat pesan sang ibu jika ada yang datang jangan dibukakan pintu. Hingga beberapa kali serigala mengetuk pintu; tetap saja tidak ada yang membukakan pintu. Akhirnya; serigala menyanyikan lagu yang diajarkan oleh induk bebek kepada anak-anaknya.  Namun; anak bebek ragu-ragu untuk membuka pintu saat mendengar lagu itu. Bukankah ibunya baru saja pergi $ Tapi kok sudah kembali lagi $ Suara yang mereka dengar tidak seperti suara sang induk. Akantetapi mereka cerdas; mereka tidak langsung membuka pintu; namun mereka mengintip terlebih dahulu melalui jendela.  Ternyata serigala yang sedari tadi berusaha untuk masuk kedalam rumahnya dengan cara menirukan ibu mereka. Mereka berteriak ketakutan sampai-sampai membuat induk ayam datang menghampiri mereka. Tak lama serigala pun meninggalkan tempat itu. ','Ide pokok dari paragraf pertama pada teks cerita diatas adalah  $.',' Ayam dan bebek hidup berdampingan   ',' Ayam meninggalkan anak-anaknya   ',' Serigala datang kerumah bebek   ','Induk ayam mengusir serigala',' Ayam dan bebek hidup berdampingan   ',Sulit
Membaca,' Berbagai upaya dilakukan manusia untuk hidup sehat. Salah satunya dengan melakukan olahraga teratur. Melalui olahraga daya tahan tubuh menjadi meningkat. Selain itu olahraga dapat menurunkan kadar kolesterol. ','Ide pokok paragraf tersebut adalah ....',' Olahraga teratur   ',' Upaya hidup sehat   ',' Daya tahan tubuh meningkat   ','Menurunkan kadar kolesterol',' Upaya hidup sehat   ',Sulit
Membaca,' Ada beberapa penyebab kemacetan di Yogyakarta. Salah satunya jumlah kendaraan makin banyak sementara ruas jalan tetap. Faktor lain adalah banyaknya kendaraan wisatawan dari berbagai wilayah. Selain itu; keberadaan becak yang terkadang parker di pinggir-pinggir jalan.',' Isi paragraf tersebut adah ....',' Becak parker di pinggir-pinggir jalan   ',' Penyebab kemacetan di Yogyakarta   ',' Kendaraan di Yogyakarta semakin banyak   ','Kendaraan wisatawan dari berbagai wilayah',' Penyebab kemacetan di Yogyakarta   ',Sulit
Membaca,' Lingkungan sungai sering rusak akibat ulah manusia. Manusia kadang membuang sampah ke sungai. Hal itu menyebabkan sungai menjadi kotor dan dangkal. Selain itu; penambangan pasir yang tidak dibatasi turut menyebabkan kerusakan lingkungan sungai. ',' Hal yang akan terjadi jika kerusakan sungai tidak teratasi adalah ....',' Penambangan pasir akan mengalami kerugian   ',' Terganggunya pasokan air tanah yang bersih   ',' Hidup tidak nyaman karena banyak sampah di sungai   ','Banjir akan mengancam warga yang tinggal di sekitar sungai','Banjir akan mengancam warga yang tinggal di sekitar sungai',Sulit
Membaca,' Di sebuah hutan; hiduplah beberapa ekor burung. Si Jalak dan Si Pipit namanya. Si Jalak memiliki bulu yang indah dan suara merdu. Entah mengapa Si Jalak itu selalu menyendiri. Beda halnya dengan Si Pipit; walau tidak cantik ia ramah sehingga punya banyak teman. Si Pipit merasa kasihan pada Si Jalak.  $Selamat pagi Jalak. Ayo kita mengelilingi hutan sambil menghirup udara segar! $  $Nanti aku ditembak pemburu karena aku terlalu indah; $ jawab burung jalak sinis.','  Mengapa Jalak tidak mau diajak Pipit mengelilingi hutan $ Burung jalak tidak mau mengelilingi hutan karena .... ',' Memiliki suara merdu   ',' Ia tidak memiliki teman   ',' Takut ditembak pemburu   ','Burung jalak berbulu indah',' Takut ditembak pemburu   ',Sulit
Membaca,' Bertani jagung dimulai dengan menanam bijinya. Setelah tiga sampai empat hari bakal tanaman akan muncul di permukaan tanah. Petani dapat memanen jagung setelah tanaman berusia tiga setengah bulan. Itulah tahapan petani dalam menanam jagung.',' Ide pokok paragraf tersebut adalah ....',' teknik bertani jagung   ',' awal mula bertani jangung   ',' tahapan bertani jagung   ','usia jagung dipanen',' tahapan bertani jagung   ',Sulit
