@relation Dataset_soal_bhs_indo_sd_completed-REV1-b

@attribute jenissoal {Memaknai,Sinonim/Antonim,Membaca,Analisa,Paragraf,Membandingkan,Melengkapi,Sastra,Mengurutkan,'Tata Penulisan',Iklan/Laporan/Pidato}
@attribute uraiansoal string
@attribute pertanyaansoal string
@attribute opsi1soal string
@attribute opsi2soal string
@attribute opsi3soal string
@attribute opsi4soal string
@attribute kuncijawabansoal string
@attribute kategorisoal {Mudah,Sedang,Sulit}

@data
Membaca,'Perhatikan paragraf berikut ini !  Dalam rangka Hari Pelestarian Lingkungan dan Penghijauan se-Dunia, gerakan memungut sampah mulai dikampanyekan kepada masyarakat di Jakarta. Memungut sampah sekilas merupakan kegiatan sepele namun sangat terpuji. Untuk melaksanakan kegiatan ini ternyata diperlukan sebuah gerakan moral agar perbuatan itu sebagai sebuah kebiasaan. Banyak cara untuk memperkenalkan pelestarian lingkungan sejak dini, di antaranya membiasakan diri membuang sampah pada tempatnya dan memungut sampah semampunya.','Kalimat utama dari paragraf tersebut adalah �','Dalam rangka Hari Pelestarian Lingkungan dan Penghijauan se-Dunia, gerakan memungut sampah mulai dikampanyekan kepada masyarakat di Jakarta.','Memungut sampah sekilas merupakan kegiatan sepele namun sangat terpuji.','Untuk melaksanakan kegiatan ini ternyata diperlukan sebuah gerakan moral agar perbuatan itu sebagai sebuah kebiasaan.','Banyak cara untuk memperkenalkan pelestarian lingkungan sejak dini, di antaranya membiasakan diri membuang sampah pada tempatnya dan memungut sampah semampunya.','Memungut sampah sekilas merupakan kegiatan sepele namun sangat terpuji.',Sedang
Membaca,'Gemar berolah raga merupakan gaya hidup sehat yang harus di biasakan sejak usia dini. Tujuannya adalah agar di masa mendatang tubuh kita menjadi sehat dan tidak gampang terkena penyakit. Semakin tua tubuh kita secara otomatis daya tahannya akan semakin menurun. Dengan sering olah raga akan menghambat penurunan daya tahan tersebut.','Pernyataan yang sesuai dengan paragraf di atas adalah �','Dengan sering berolahraga daya tahan tubuh akan menurun.','Kita harus gemar berolah raga agar tubuh tetap sehat dan tidak mudah terserang penyakit.','Semakin tua daya tahan tubuh secara otomatis semakin meningkat.','Biasakan dengan gaya hidup sehat agar awet muda.','Kita harus gemar berolah raga agar tubuh tetap sehat dan tidak mudah terserang penyakit.',Sedang
Membaca,'Di kampung ini Pak Rato sangat dikenal warga. Dia supel, jujur dan suka membantu. Dengan senang hati ia akan memberi bantuan kepada warga lain yang membutuhkan. Bahkan tanpa diminta pun,jika melihat orang lain repot,dibantunya.Meskipun hanya sekedar tenaga.','Ungkapan yang sesuai dengan sikap Pak Rato adalah....','ringan tangan','ringan kaki','kaki tangan','tangan hampa','ringan tangan',Sedang
Membaca,'Perhatikan percakapan berikut! Wiwin : � Bu, harga buku tulis sudah naik lagi.� Ibu : � Bukan naik lagi, sudah melangit, Win!� Santi : � Harga yang naik bukan buku saja, Win! Harga apa saja sekarang sudah mahal! Betul kan, Bu?� Ibu : � Ya, betul. Makanya kalian jangan boros! Gunakan uang sesuai kebutuhan.�','Topik percakapan di atas adalah ....','Harga buku yang mahal.','Hemat uang karena harga buku sudah mahal.','Harga barang-barang sudah mahal.','Hemat uang karena harga barang-barang sudah mahal.','Hemat uang karena harga barang-barang sudah mahal.',Sedang
Membaca,'Banyak negara bergantung dari industri pariwisata. Industri Pariwisata merupakan sumber pajak dan pendapatan kepada negara dari perusahaan yang menjual jasa kepada wisatawan. Oleh karena itu, pengembangan industri pariwisata adalah salah satu strategi yang dipakai oleh organisasi nonpemerintah untuk mempromosikan suatu wilayah.','Tema bacaan di atas adalah . . . .','Industri Pariwisata',Industri,'Objek Wisata','Pengembangan industri Pariwisata','Industri Pariwisata',Sedang
Membaca,'Perhatikan surat undangan di bawah ini !  MI Nurul Huda Jalan Rinjani No. 37 Bandung  No. : 12/MP/II/2012 Hal : Undangan Yth. Kepala MI Nur Islami Di tempat Dengan hormat, .............................. Hari,tanggal : Kamis, 20 September 2012 Tempat : Aula MI Nurul Huda Demikian surat undangan dari kami. Atas perhatiannya, kami ucapkan terima kasih.  Hormat Kami,  Muhammad Ali','Kalimat yang tepat untuk melengkapi surat di atas adalah . . . .','Undangan untuk Saudara pada :','Bersama ini kami mengharap kehadiran saudara pada:  :','Saudara dimohon menghadiri acara pada :','Kami menunggu kehadiranmu pada','Bersama ini kami mengharap kehadiran saudara pada:  :',Sedang
Membaca,'Baca paragraf berikut! (1) Mikroba yang dapat digunakan untuk mengolah limbah sebenarnya dapat menghasilkan energi listrik untuk menyalakan mesin Processor. (2) Teknologi ini didasarkan pada hasil beberapa mikroba yang menghasilkan listrik di sel luar. (3) Mikroba membersihkan air kotor Konsumsilah partikel organik. (4) Energi mikroba juga dapat menghasilkan arus listrik yang dapat disimpan.','Kalimat utama paragraf terdapat pada nomor�',1),2),3),4),1),Sedang
Membaca,'Kita dapat belajar dengan berbagai cara. Di rumah kita bisa belajar dengannya orang tua. Di sekolah kita bisa belajar bersama kita gurunya. Di waktu senggang kita dapat belajar dengan teman. Jadi pengetahuan yang kita dapatkan akan meningkat.','Pernyataan yang sesuai dengan isi paragraf itu adalah �','Jika kita belajar di rumah, kita harus melakukannya ditemani oleh orang tua.','Pengetahuan yang kita peroleh pasti berasal dari guru.','Jika kita ingin membedakan diri kita sendiri, kita harus belajar di waktu luang kita.','Jika kita belajar dengan giat, itu pasti akan meningkat bijaksana.','Jika kita belajar dengan giat, itu pasti akan meningkat bijaksana.',Sedang
Membaca,'Baca Cerita berikut! Pak Jamil telah membangun selama lima tahun perusahaannya. Tapi setiap tahun Perusahaan tidak membuat kemajuan. Akhirnya, perusahaan bangkrut.','Ungkapan yang sesuai dengan cerita tersebut adalah �','Angkat tanganmu.','Tulang bertulang.','Gulung tikar.',menyerah,'Gulung tikar.',Sedang
Membaca,'Perhatikan paragraf berikut! (1) Terjadi tabrakan antara bus kota dan mobil rusa. (2) Acara telah terjadi pukul 14.30 di Jalan Soekarno-Hatta, Bandung. (3) Menurut saksi, kecelakaan itu terjadi karena jalan yang licin. (4) Bus Anugerah melaju kencang tidak bisa dikendalikan ketika rusa merumput di tengah jalan.','Kalimat utama paragraf terdapat pada nomor �.',4),2),3),1),2),Sedang
Membaca,'Efek radiasi nuklir tidak terjadi dengan cara ini. Hanya jika terjadi ledakan atau kebocoran. Sebenarnya, tubuh manusia memiliki sistem kekebalan untuk melindungi kerusakan sel yang diakibat radiasi atau bahan kimia berbahaya lainnya. Namun, radiasi Sampai taraf tertentu, itu tidak bisa ditoleransi melalui tubuh. Inilah alasan berbagai efek negatif radiasi nuklir.','Maksud dari pernyataan Pengaruh radiasi nuklir tidak hanya terjadi dalam kasus ledakan atau kebocoran adalah �.','Efek radiasi nuklir tidak bisa terjadi jika ada kebocoran.','Efek radiasi nuklir tidak langsung jika ada ledakan atau kebocoran.','Radiasi nuklir disebabkan oleh ledakan atau dihapus.','Efek radiasi nuklir sangat berbahaya ketika ledakan terjadi.','Efek radiasi nuklir tidak bisa terjadi jika ada kebocoran.',Sedang
Membaca,' Induk Ayam dan Burung Elang hidup berdampingan dengan rukun. Keduanya saling menolong dalam keseharian. Suatu hari Induk Ayam mendatangi Elang. Malam itu; Induk Ayam mendapat undangan pesta. Ia bermaksud meminjam cincin yang indah milik elang. Sambil menyerahkan cincin; Elang berpesan;  $Hati-hati; benda ini sangat berharga bagiku. Kalau hilang; nyawa anak-anakmu sebagai jaminannya. $ Induk Ayam sangat menikmati pesta yang meriah itu. Ia menjadi pusat perhatian kaum ayam. Semua mengagumi cincin yang dipakainya. Ia menari mengikuti alunan musik bersama teman-temannya. Semaraknya suasna membuat Induk Ayam lupa pada anak serta cincin di cakarnya. Karena lelah; ia terlelap tidur. Keesokan hari; ia teringat pada cincin Burung Elang. Induk Ayam menengok kakinya.  $Hah; celaka aku! $ Dengan panik; dikoreknya setiap gundukan tanah. Ia mencari-cari cincin itu. Karena lelah; akhirnya ia melapor kepada Burung Elang. Burung Elang sangat murka. Ia mengancam akan mengambil anak-anak ayam. Sampai kini; induk ayam masih terus mengais tanah. Ia berusaha melindungi anak-anaknya dari buruan elang. ',' Tema cerita tersebut adalah ....',' budi pekerti   ',' kegemaran   ',' kegiatan   ',hiburan,' budi pekerti   ',Sedang
Membaca,' Rumah Indra dan Andri berdampingan. Hampir setiap hari; dimanapun; mereka pasti berdua. Usia mereka hanya selisih satu bulan. Banyak orang menyangka mereka anak kembar. Wajah mereka mirip. Rambut merekapun sama-sama ikal. Dar kecil hingga kini; menjelang usia 12 tahun; tidak pernah berselisih. Bila terjadi beda pendapat; salah satu dari mereka pasti mengalah. Masalah makanan; mereka tidak pernah berebut. Mereka saling berbagi makanan yang dibawanya. Bahkan; tidak jarang Indra sering mengalah kepada Andri. Kini mereka sama-sama duduk di kelas enam. ','Tema teks tersebut adalah ....',' Tolong menolong   ',' Persahabatan   ',' Budi pekerti   ',Pendidikan,' Persahabatan   ',Sedang
Membaca,'Menurut Badan Metrelogi dan Geofisika (BMG), curah hujan yang tinggi disebabkan adanya perubahan iklim yang ekstrim. Wilayah kita mengalami hujan sepanjang hari sampai tiga hari. Dampak lain perubahan itu, banjir melanda daerah yang sebelumnya aman dari luapan sungai. Daerah sepanjang pinggiran sungai mengalami luapan air yang sangat tinggi.','Hal yang akan terjadi jika tidak ada perubahan iklim yang ekstrim adalah ....','tidak ada hujan walaupun pada musim penghujan','akan terjadi musim kemarau yang panjang','banjir melanda semua wilayah aliran sungai','turun hujan yang wajar pada musim penghujan','turun hujan yang wajar pada musim penghujan',Sedang
Membaca,'Bacalah teks percakapan berikut dengan cermat! Vani : �Fan, jadi belum kaus seragam futsal kit?� Irfan : �Tak usah kawatir, yang penting nanti sore jadi latihan.� Vani : �Malas rasanya tanpa kaus baru.� Irfan : �Jangan begitu, tinggal bulasn depan turnamen diadakan.� Vani : �Oke, aku bawakan sekalian bolanya nanti.� Irfan : �Kita bisa juara bial bersemangat latihannya.�','Topik percakapan tersebut adalah ....','seragam futsal baru','rencana latihan futsal','turnamen futsal','harapan menjadi juara','seragam futsal baru',Sedang
Membaca,'Tanaman trembesi sangat ampuh untuk mencegah banjir pada musim penghujan (1). Rindangnya daun trembesi bisa menurunkan suhu udara di sekitarnya sampai 4 drajat celcius. (2). Bahkan, tanaman mampu menyerap karbon dioksida mencapai 28,5 ton per tahun (3). Masyarakat dapat menikmati keanekaragaman manfaat tanaman trembesi bagi kehidupan (4).','Kalimat utama paragraf tersebut terdapat pada nomor ....',4,3,2,1,4,Sedang
Membaca,'Kita bisa memanfaatkan pekarangan kita jadi warung hidup. Tanaman sayuran dapat kita tanam untuk konsumsi sayur setiap hari. Selain bisa menghemat belanja sayur, kita mendapatkan kesegaran hijauan tanaman sayuran. Apabila hasil tanaman sayuran melimpah, kita bisa menjualnya.','Pernyataan yang sesuai dengan isi paragraf tersebut adalah ....','Pemanfaatan pekarangan untuk kegiatan warung hidup tidak merugikan.','Warung hidup tidak bisa mendatangkan keuntungan yang berlipat ganda.','Kita sudah tidak membutuhkan belanja lagi setelah memiliki warung hidup.','Segala kebutuhan dapur bisa terpenuhi dengan adanya warung hidup.','Pemanfaatan pekarangan untuk kegiatan warung hidup tidak merugikan.',Sedang
Membaca,'Kita harus memperhatikan beberapa hal saat menanam tabulampot. Pemilihan bibit taanaman buah yang berkualitas dan cocok ditanam di pot. Penyediaan media tanam tanah yang terdiri dari tanah, sekam, dan kompos yang berimbang. Penyiraman tanaman harus dilakukan secara rutin. Pemupukan tanaman harus  dilakukan secara berkala. Apabila terserang hama, kita bisa menyemprot tanaman dengan obat yang sesuai dengan jenis hama.','Pernyataan yang sesuai dengan isis teks tersebut adalah ....','Langkah memperbanyak tanaman buah dalam pot.','Prosedur wajib untuk merawat tabulampot.','Kegiatan menanam tabulampot secara intensif.','Pemanfaatan lahan sempit untuk tabulampot.','Kegiatan menanam tabulampot secara intensif.',Sedang
Membaca,'Kebiasaan makan makanan bergizi dengan kadar seimbang menyebabkan tubuh anak mengalami pertumbuhan dan perkembangan yang baik. Selain itu tubuh anak yang sehat juga mempunyai daya kekebalan yang baik terhadap serangan berbagai penyakit.','Apa yang terjadi jika pola hidup sehat tidak dibiasakan sejak kecil $',' \tKebutuhan gizi anak akan semakin bertambah seiring semakin bertambah usianya.',' Kebutuhan gizi anak baru terpenuhi saat anak beranjak dewasa.',' Tubuh anak mudah terserang berbagai macam penyakit.',' Pertumbuhan dan perkembangan anak akan semakin baik.',' Tubuh anak mudah terserang berbagai macam penyakit.',Sulit
Membaca,' Penyerbukan tanaman salak bisa dibantu oleh manusia. Bunga jantan salak berada pada pohon yang lain. Penyerbukan dilakukan; dengan cara bunga jantan dipetik terlebih dahulu; Setelah itu; serbuk bunga jantan ditaburkan pada bunga betina. Hal ini dilakukan untuk mernaksimalkan hasil panen salak; Mengapa penyerbukan tanaman salak dibantu manusia $',' Penyerbukan tanaman salak dibantu rnanusia karena',' Tanaman salak tidak bisa melakukan penyerbukan sendiri.',' Bunga jantan harus dipetik terlebih dahulu dari bunga betina.',' Panen maksimal jika bunga betina ditaburkan pada bunga jantan.',' Bunga jantan tanaman salak berada pada tanaman salak yang lain.','Bunga jantan tanaman salak berada pada tanaman salak yang lain.',Sulit
Membaca,' Bacalah teks cerita berikut Beru adalah seekor beruang putih yang besar. Beru berkeliling hutan mencari makanan Beberapa waktu kemudian; Beru sampai di pinggir sungai ia mencari apel atau buah lainnya. Beru tidak menemukannya. Beru kecewa; perutnya sangat lapar. Tiba-tiba ia mencium aroma madu Dengan semangat Beru mencari sumber aroma madu tersebut. Beru berjalan sampai di pohon besar dan menemukan sarang lebah di sana.   Hai Beru; sedang apa kamu $   tanya Loli Ratu Lebah.   Aku sangat lapar; Aku ingin makan madumu;   jawab Beru.   Enak saja kamu tinggal\tMadu ini kami buat dengan perjuangan;   kata Loh;   Baiklah; apa yang bisa aku bantu untuk membuat madu $ Aku ingin merasakan madu itu;   kata Beru. Loli terkejut mendengar jawaban Beru. Loli mengajukan syarat kepada Beru. Beru harus menanarn beragam bunga di sekitar sungai. Beru juga harus menjaga tanaman bunga tersebut. Sebagai imbalannya; Loli memberi Beru madu setiap han. ',' Bagaimana usaha yang dilakukan Beru agar mendapat madu dan Loli $ Usaha yang dilakukan Beru adalah',' meminta madu kepada Loli',' mencari sumber aroma madu',' menanam beragam bunga dan menjaganya',' menanam bunga dan menjaga sungai',' menanam beragam bunga dan menjaganya',Sulit
Membaca,' Belanda ingin mengalahkan Diponegoro namun belum berhasil. Belanda berbohong untuk mengalahkannya. Pimpinan Belanda; pura-pura mengajak Diponegoro berunding di Magelang. Akan tetapi; Diponegoro ditangkap. Beliau diasingkan ke Batavia; kemudian Manado. Akhirnya Diponegoro dipindahkan ke Makasar sampai wafat 8 Juni 1855.','  Bagaimana cara Belanda mengalahkan Diponegoro $ Cara Belanda mengalahkan Diponegoro dengan .... ',' penangkapan   ',' penipuan   ',' pengasingan   ',penculikan,' penipuan   ',Sulit
Membaca,' Indonesia memiliki ragam bahasa daerah. Dari Sabang sampai Merauke memiliki ragam bahasa daerah masing- masig. Keragaman tersebut terkadang menjadi kendala dalam berinteraksi bila tidak menguasai. Oleh karena itu;  Bahasa Indonesia harus menjadi pemersatu dari berbagai ragam bahasa di Indonesia. ','  Bagaimana cara mudah berkomunikasi dengan sesama walau berasal dari ragam bahasa yang berbeda di Indonesia $ ',' Harus menguasai berbagai bahasa daerah   ',' Meminta orang lain untuk menterjemahkan   ',' Menggunakan Bahasa Indonesia   ','Memahami keragaman bahasa',' Menggunakan Bahasa Indonesia   ',Sulit
Membaca,' Perhatikan paragraf berikut ! Orang tua harus memenuhi kebutuhan zat gizi anak-anaknya. Pemenuhan gizi itu dimulai dengan pemberian ASI saat anak masih di usia balita. Semakin bertambah usia; maka semakin bertambah pula kebutuhan gizi seorang anak. ','Bagaimana hubungan usia dengan kebutuhan gizi anak  $ ',' Makin bertambah usia makin bertambah kebutuhan gizi anak','  Makin bertambah usia makin berkurang kebutuhan gizi anak   ',' Makin bertambah usia tidak berpengaruh pada kebutuhan gizi anak   ','Makin bertambah usia  tidak berhubungan dengan kebutuhan gizi anak','  Makin bertambah usia makin bertambah kebutuhan gizi anak',Sulit
Membaca,' Bacalah teks cerita berikut! Suara kokok ayarn bersahut-sahutan; tetapi ayah dan ibu Reno belum bangun. Dapur masih sepi. Reno terdiam sejenak. Dalam hati ingin sekali Reno membantu ibunya. Reno bergegas ke belakang rumah mengambil sapu. Sampai di belakang rumah; hari masih gelap. Reno mengarnbil keputusan untuk mencuci piring dulu. Reno bersemangat membantu pekerjaan ibunya. Tanpa sengaja piring yang dia cuci terjatuh. Ayah dan ibu Reno terbangun mendengar suara tersebut. Mereka bergegas menuju dapur.   Ada apa Reno $   tanya Ibu.   Maafkan Reno; Bu. Saya tidak sengaja menjatuhkan piring ini. Tadi Reno ingin membantu ibu;   jawab Reno.   Ya; sudah; Nak; tidak apa-apa. Terima kasih kamu mau membantu ibu. Lain kali lebih hati-hati; ya!   kata lbu.',' Keteladanan yang ditunjukkan tokoh Reno adalah',' Rajin bangun pagi dan menyapu halaman rumah.',' Rajin bangun pagi dan meringankan pekerjaan ibunya.',' Mau membantu meringankan pekerjaan ibunya.',' Mau mengakui kesalahannya dan meminta maaf.','Mau mengakui kesalahannya dan meminta maaf.',Sulit
Membaca,' Rumah Indra dan Andri berdampingan. Hampir setiap hari; dimanapun; mereka pasti berdua. Usia mereka hanya selisih satu bulan. Banyak orang menyangka mereka anak kembar. Wajah mereka mirip. Rambut merekapun sama-sama ikal. Dar kecil hingga kini; menjelang usia 12 tahun; tidak pernah berselisih. Bila terjadi beda pendapat; salah satu dari mereka pasti mengalah. Masalah makanan; mereka tidak pernah berebut. Mereka saling berbagi makanan yang dibawanya. Bahkan; tidak jarang Indra sering mengalah kepada Andri. Kini mereka sama-sama duduk di kelas enam. ','Keteladanan yang terdapat dalam teks tersebut adalah ....',' Bersedia mengalah   ',' Sering berbagi makanan   ',' Tidak pernah memaksakan kehenda   ','Tidak pernah berebut hak milik orang lain',' Tidak pernah memaksakan kehenda   ',Sulit
Membaca,' Pak Hardi adalah tukang tambal ban yang giat bekerja. Ia menghidupi tiga orang anaknya yang masih kecil. Setiap hari; ia harus pergi ke tempat tambal ban di pinggir jalan. Walau tak seberapa yang didapatkan setiap harinya; ia selalu bersyukur. Dalam hatinya; ia ingin mendapatkan pekerjaan yang layak dan dapat menghidupi keluarganya seperti kebanyakan orang. Suatu pagi; ia bergegas menuju tempat pekerjaannya. Tiba tiba  $Bluuk ...!ada sebuah tas jatuh di depannya. Dipungutnya lalu diteriakkan kepada seorang wanita yang sedang dibonceng sepeda motor.  $Ibu...  ibu ...  tas ibu jatuh ...! teriaknya. Spontan ibu muda yang dibonceng tadi menoleh ke belakang. ','Keteladanan yang patut dicontoh dari Pak Hardi adalah...',' Pekerja keras dengan mengharap imbalan',' Menuntut balas pada orang yang menyakiti',' Pekerja keras dan ihlas',' Menerima takdir Tuhan',' Pekerja keras dan ihlas',Sulit
Membaca,' Induk Ayam dan Burung Elang hidup berdampingan dengan rukun. Keduanya saling menolong dalam keseharian. Suatu hari Induk Ayam mendatangi Elang. Malam itu; Induk Ayam mendapat undangan pesta. Ia bermaksud meminjam cincin yang indah milik elang. Sambil menyerahkan cincin; Elang berpesan;  $Hati-hati; benda ini sangat berharga bagiku. Kalau hilang; nyawa anak-anakmu sebagai jaminannya. $ Induk Ayam sangat menikmati pesta yang meriah itu. Ia menjadi pusat perhatian kaum ayam. Semua mengagumi cincin yang dipakainya. Ia menari mengikuti alunan musik bersama teman-temannya. Semaraknya suasna membuat Induk Ayam lupa pada anak serta cincin di cakarnya. Karena lelah; ia terlelap tidur. Keesokan hari; ia teringat pada cincin Burung Elang. Induk Ayam menengok kakinya.  $Hah; celaka aku! $ Dengan panik; dikoreknya setiap gundukan tanah. Ia mencari-cari cincin itu. Karena lelah; akhirnya ia melapor kepada Burung Elang. Burung Elang sangat murka. Ia mengancam akan mengambil anak-anak ayam. Sampai kini; induk ayam masih terus mengais tanah. Ia berusaha melindungi anak-anaknya dari buruan elang. ',' Nilai moral positif tokoh induk ayam dalam penggalan cerita tersebut adalah ....',' jujur atas segala kesalahan yang dilakukannya   ',' menepati perjanjian yang sudah disepakati   ',' berusaha keras menyenangkan sahabatnya   ','suka menjalin persahabatan dengan burung',' jujur atas segala kesalahan yang dilakukannya   ',Sulit
Membaca,' Riri anak yang gemar menabung. Tiap hari ia selalu sisihkan uang jajannya untuk ditabung. Ia berharap tabungannya bisa digunakan untuk membeli sepeda idamannya. Suatu hari Ica sahabat Riri sakit keras dan dirawat di rumah sakit. Ica sakit leukemia. Orang tua Ica sudah mulai kebingungan tentang biaya pengobatan Ica. Maklum orang tua Ica hidup serba kekurangan. Melihat kondisi Ica; Riri amat prihatin.  $Baiknya uang tabunganku untuk membeli sepeda atau membantu pengobatan Ica ya $ $ Tanya Riri dalam hati.  $Ica sangat membutuhkan pengobatan; tapi sepeda idaman itu sampai terbawa dalam mimpiku. $  $Ah; begini saja!Nyawa temanku lebih berharga daripada sepeda itu. $ ','Kesimpulan cerita tersebut adalah ....',' Ica dan Riri berteman akrab sejak kecil   ',' Riri gemar menabung untuk beli sepeda   ',' Riri mengurungkan niatnya membeli sepeda idaman   ','Riri merelakan tabungannya demi pengobatan sahabat','Riri merelakan tabungannya demi pengobatan sahabat',Sulit
Membaca,' Riri anak yang gemar menabung. Tiap hari ia selalu sisihkan uang jajannya untuk ditabung. Ia berharap tabungannya bisa digunakan untuk membeli sepeda idamannya. Suatu hari Ica sahabat Riri sakit keras dan dirawat di rumah sakit. Ica sakit leukemia. Orang tua Ica sudah mulai kebingungan tentang biaya pengobatan Ica. Maklum orang tua Ica hidup serba kekurangan. Melihat kondisi Ica; Riri amat prihatin.  $Baiknya uang tabunganku untuk membeli sepeda atau membantu pengobatan Ica ya $ $ Tanya Riri dalam hati.  $Ica sangat membutuhkan pengobatan; tapi sepeda idaman itu sampai terbawa dalam mimpiku. $  $Ah; begini saja!Nyawa temanku lebih berharga daripada sepeda itu. $ ','Amanat cerita tersebut adalah ....',' Membantu sesama yang sangat membutuhkan   ',' Jangan mengutamakan keinginan pribadi   ',' Seringlah beramal agar hidup berkah   ','Bersahabat baik dengan sesama',' Membantu sesama yang sangat membutuhkan   ',Sulit
Membaca,' Pembiasaan Hidup Sehat Sejak Kecil Pola hidup sehat harus dibiasakan sejak kecil oleh para orang tua kepada anak-anak mereka. Pola hidup sehat itu antara lain meliputi makan makanan bergizi; istirahat yang cukup; olah raga teratur; dan memeriksakan kesehatan diri ke dokter secarateratur pula. Kebiasaan makan makanan bergizi dengan kadar seimbang menyebabkan tubuh anak mengalami pertumbuhan dan perkembangan yang baik. Selain itu tubuh anak yang sehat juga mempunyai daya kekebalan yang baik terhadap serangan berbagai penyakit. Orang tua harus memenuhi kebutuhan zat gizi anak-anaknya. Pemenuhan gizi itu dimulai dengan pemberian ASI saat anak masih di usia balita. Semakin bertambah usia; maka semakin bertambah pula kebutuhan gizi seorang anak.  ','Bagaimana cara memenuhi gizi anak pada usia balita $',' Menambah gizi anak seiring bertambahnya usia anak.',' Makan makanan bergizi; istirahat cukup; dan olahraga keras.',' Mempunyai kekebalan yang baik terhadap serangan berbagai penyakit.','  Pemenuhan gizi dengan pemberian ASI saat anak masih di usia balita',' Pemenuhan gizi dengan pemberian ASI saat anak masih di usia balita',Sulit
Membaca,'Paginya ia bangun seperti biasanya. Salat subuh; mandi lalu sarapan pagi. Pukul 06.40 ia berangkat sekolah. Sesampainya di sekolah; ia sempat beristirahat sebentar. Lalu masuk. Jam pertama ulangan Matematika. Fauzan mengerjakan soal ulangan dengan tenang. Meskipun ada soal yang tidak bisa; ia berusaha mengerjakan soal apa adanya. Fauzan tetap jujur. Ia tidak mau menyontek pekerjaan teman sebangku. Dodo tidak bisa mengerjakan soal ulangan. Dodo ingin menyontek; tetapi tidak ada kesempatan. Pak Budi mengawasi dengan ketat. Ia juga tidak bisa minta bantuan kepada teman-temannya. Keringat membasahi tubuhnya. Ia pusing. Ia pun pasrah. Seandainya ia sempat belajar; mungkin ia tidak bingung.','Simpulan dari paragraf tersebut adalah....',' \tDodo tidak perlu belajar karena ia sudah menguasai pelajaran Matematika.',' Semua siswa dapat mengerjakan ulangan Matematika dengan nilai baik.',' Pak Budi  mengawasi siswa dengan ketat agar para siswa tidak menyontek.',' Dodo tidak dapat mengerjakan ulangan Matematika karena tidak belajar','Dodo tidak dapat mengerjakan ulangan Matematika karena tidak belajar',Sulit
Membaca,' Bacalah cerita berikut! Pak Hardi adalah tukang tambal ban yang giat bekerja. Ia menghidupi tiga orang anaknya yang masih kecil. Setiap hari; ia harus pergi ke tempat tambal ban di pinggir jalan. Walau tak seberapa yang didapatkan setiap harinya; ia selalu bersyukur. Dalam hatinya; ia ingin mendapatkan pekerjaan yang layak dan dapat menghidupi keluarganya seperti kebanyakan orang. Suatu pagi; ia bergegas menuju tempat pekerjaannya. Tiba tiba  $Bluuk ...!ada sebuah tas jatuh di depannya. Dipungutnya lalu diteriakkan kepada seorang wanita yang sedang dibonceng sepeda motor.  $Ibu...  ibu ...  tas ibu jatuh ...! teriaknya. Spontan ibu muda yang dibonceng tadi menoleh ke belakang. Tukang ojek pun berhenti dan si ibu muda tadi berlari menuju Pak Hardi.  $He ... kamu mau mencuri ya ! $ Teriak ibu tadi.  $Maaf Bu; tas ibu ini terjatuh dan saya memungutnya untuk saya kembalikan; $ kata Pak Hardi dengan jujur.  $Ah aku tidak percaya; mana ada pencuri mengaku; $ Si ibu muda naik pitam. Beruntung ada ketua RT yang kebetulan lewat dan memperhatikan sedari tadi.  $Maaf Bu; Bapak ini memang benar; ia memungut dan mengembalikannya kepada ibu. Seharusnya ibu berterima kasih kepada Bapak ini. $ Tanpa basa basi ibu itu langsung pergi tanpa sepata kata. ',' Penyebab terjadinya konflik pada cerita tersebut adalah $',' Pak Hardi dituduh sebagai pencuri',' Pak Hardi diremehkan sebagai tukang tambal ban',' Pak Hardi terbebani hutang yang banyak',' Pak Hardi memiliki anak yang nakal',' Pak Hardi dituduh sebagai pencuri',Sulit
Membaca,' Suatu pagi; ia bergegas menuju tempat pekerjaannya. Tiba tiba  $Bluuk ...!ada sebuah tas jatuh di depannya. Dipungutnya lalu diteriakkan kepada seorang wanita yang sedang dibonceng sepeda motor.  $Ibu...  ibu ...  tas ibu jatuh ...! teriaknya. Spontan ibu muda yang dibonceng tadi menoleh ke belakang. Tukang ojek pun berhenti dan si ibu muda tadi berlari menuju Pak Hardi.  $He ... kamu mau mencuri ya ! $ Teriak ibu tadi.  $Maaf Bu; tas ibu ini terjatuh dan saya memungutnya untuk saya kembalikan; $ kata Pak Hardi dengan jujur.  $Ah aku tidak percaya; mana ada pencuri mengaku; $ Si ibu muda naik pitam. Beruntung ada ketua RT yang kebetulan lewat dan memperhatikan sedari tadi.  $Maaf Bu; Bapak ini memang benar; ia memungut dan mengembalikannya kepada ibu. Seharusnya ibu berterima kasih kepada Bapak ini. $ Tanpa basa basi ibu itu langsung pergi tanpa sepata kata.  ',' Nilai yang terkandung dalam cerita tersebut adalah $',' Jangan mudah menyalahkan orang lain.',' Jangan mudah menuduh orang lain',' Bebuat baiklah kepada orang lain',' Kiat harus membantu sesama',' Jangan mudah menuduh orang lain',Sulit
