@relation Dataset_soal_bhs_indo_sd_completed-REV1-b

@attribute jenissoal {Memaknai,Sinonim/Antonim,Membaca,Analisa,Paragraf,Membandingkan,Melengkapi,Sastra,Mengurutkan,'Tata Penulisan',Iklan/Laporan/Pidato}
@attribute uraiansoal string
@attribute pertanyaansoal string
@attribute opsi1soal string
@attribute opsi2soal string
@attribute opsi3soal string
@attribute opsi4soal string
@attribute kuncijawabansoal string
@attribute kategorisoal {Mudah,Sedang,Sulit}

@data
Membaca,' Indonesia memiliki ragam bahasa daerah. Dari Sabang sampai Merauke memiliki ragam bahasa daerah masing- masig. Keragaman tersebut terkadang menjadi kendala dalam berinteraksi bila tidak menguasai. Oleh karena itu;  Bahasa Indonesia harus menjadi pemersatu dari berbagai ragam bahasa di Indonesia. ','Kalimat utama paragraf tersebut adalah ....',' Indonesia memiliki ragam bahasa daerah   ',' Dari Sabang sampai Merauke memiliki ragam bahasa daerah masing-masing   ',' Keragaman tersebut terkadang menjadi kendala dalam berinteraksi bila tidak menguasai   ','Oleh karena itu; Bahasa Indonesia harus menjadi pemersatu dari berbagai ragam bahasa di Indonesia',' Indonesia memiliki ragam bahasa daerah   ',Sedang
Membaca,' Akhir-akhir ini prestasi akademik siswa semakin menurun. Salah satu penyebabnya adalah kecanduan game online. Selain itu; banyak anak malas membaca buku pelajaran dan memilih menonton televisi. Oleh karena itu; guru; orang tua; dan masyarakat harus bekerja sama mengatasi hal tersebut.',' Pernyataan yang sesuai dengan paragraf di atas adalah ....',' Penyebab prestasi anak menurun hanyalah game online   ',' Anak-anak rajin membaca buku pelajaran sepulang sekolah   ',' Guru; orang tua; dan masyarakat turut meningkatkan prestasi siswa   ','Kerjasama semua pihak dalam mengatasi penurunan prestasi akademik siswa','Kerjasama semua pihak dalam mengatasi penurunan prestasi akademik siswa',Sedang
Membaca,' Riri anak yang gemar menabung. Tiap hari ia selalu sisihkan uang jajannya untuk ditabung. Ia berharap tabungannya bisa digunakan untuk membeli sepeda idamannya. Suatu hari Ica sahabat Riri sakit keras dan dirawat di rumah sakit. Ica sakit leukemia. Orang tua Ica sudah mulai kebingungan tentang biaya pengobatan Ica. Maklum orang tua Ica hidup serba kekurangan. Melihat kondisi Ica; Riri amat prihatin.  $Baiknya uang tabunganku untuk membeli sepeda atau membantu pengobatan Ica ya $ $ Tanya Riri dalam hati.  $Ica sangat membutuhkan pengobatan; tapi sepeda idaman itu sampai terbawa dalam mimpiku. $  $Ah; begini saja!Nyawa temanku lebih berharga daripada sepeda itu. $ ','  $Ah; begini saja! Nyawa temanku lebih berharga daripada sepeda itu. $ Maksud pernyataan tersebut adalah .... ',' Riri tetap membeli sepeda   ',' Riri memilih membantu Ica   ',' Riri batal membeli sepeda idaman   ','Ica dapat melanjutkan pengobatan',' Riri memilih membantu Ica   ',Sedang
Membaca,' Riri anak yang gemar menabung. Tiap hari ia selalu sisihkan uang jajannya untuk ditabung. Ia berharap tabungannya bisa digunakan untuk membeli sepeda idamannya. Suatu hari Ica sahabat Riri sakit keras dan dirawat di rumah sakit. Ica sakit leukemia. Orang tua Ica sudah mulai kebingungan tentang biaya pengobatan Ica. Maklum orang tua Ica hidup serba kekurangan. Melihat kondisi Ica; Riri amat prihatin.  $Baiknya uang tabunganku untuk membeli sepeda atau membantu pengobatan Ica ya $ $ Tanya Riri dalam hati.  $Ica sangat membutuhkan pengobatan; tapi sepeda idaman itu sampai terbawa dalam mimpiku. $  $Ah; begini saja!Nyawa temanku lebih berharga daripada sepeda itu. $ ',' Melihat kondisi Ica; Riri amat prihatin.  $Baiknya uang tabunganku untuk membeli sepeda atau membantu pengobatan Ica ya $ $ Tanya Riri dalam hati. Konflik batin yang dialami Riri adalah .... ',' Bingung antara membeli sepeda atau membantu Ica   ',' Prihatin karena sahabatnya sakit keras   ',' Sedih karena tidak bisa membantu Ica   ','Bimbang karena sepeda impian',' Bingung antara membeli sepeda atau membantu Ica   ',Sedang
Membaca,' Perhatikan paragraf berikut ! Orang tua harus memenuhi kebutuhan zat gizi anak-anaknya. Pemenuhan gizi itu dimulai dengan pemberian ASI saat anak masih di usia balita. Semakin bertambah usia; maka semakin bertambah pula kebutuhan gizi seorang anak. ','Bagaimana hubungan usia dengan kebutuhan gizi anak  $ ',' Makin bertambah usia makin bertambah kebutuhan gizi anak','  Makin bertambah usia makin berkurang kebutuhan gizi anak   ',' Makin bertambah usia tidak berpengaruh pada kebutuhan gizi anak   ','Makin bertambah usia  tidak berhubungan dengan kebutuhan gizi anak','  Makin bertambah usia makin bertambah kebutuhan gizi anak',Sedang
Membaca,' Bacalah teks percakapan berikut dengan cermat! Erwin :  $Han; ayahmu berada di rumah $ $ Hani :  $Tidak. Kau jadi akan belajar cara mencangkok pohon $ $ Erwin :  $Ya. Dimana beliau $ $ Hani :  $Ayahku masih bekerja. $ Erwin :  $Kapan beliau pulang $ $ Hani :  $Biasanya sore. $ Erwin :  $Baiklah; nanti sore aku kembali ke sini. $ ',' Topik teks percakapan tersebut adalah ....',' belajar mencangkok pohon   ',' mencangkok pohon bersama   ',' rencana belajar mencangkok   ','cara mencangkok pohon',' rencana belajar mencangkok   ',Sedang
Membaca,' Pola hidup sehat harus dibiasakan sejak kecil oleh para orang tua kepada anak-anak mereka. Pola hidup sehat itu antara lain meliputi makan makanan bergizi; istirahat yang cukup; olah raga teratur; dan memeriksakan kesehatan diri ke dokter secara teratur pula. Kebiasaan makan makanan bergizi dengan kadar seimbang menyebabkan tubuh anak mengalami pertumbuhan dan perkembangan yang baik. Selain itu tubuh anak yang sehat juga mempunyai daya kekebalan yang baik terhadap serangan berbagai penyakit. Orang tua harus memenuhi kebutuhan zat gizi anak-anaknya. Pemenuhan gizi itu dimulai dengan pemberian ASI saat anak masih di usia balita. Semakin bertambah usia; maka semakin bertambah pula kebutuhan gizi seorang anak ','Topik yang tepat sesuai isi bacaan tersebut adalah',' Memeriksakan kesehatan secara rutin.',' Menjaga kesehatan tubuh dengan makan tidak teratur.',' Menjaga kekebalan tubuh dengan pemberian susu kaleng sejak dini.',' Menjaga kebiasaan makan makanan berlemak.',' Memeriksakan kesehatan secara rutin.',Sedang
Membaca,' Bacalah teks cerita berikut! Suara kokok ayarn bersahut-sahutan; tetapi ayah dan ibu Reno belum bangun. Dapur masih sepi. Reno terdiam sejenak. Dalam hati ingin sekali Reno membantu ibunya. Reno bergegas ke belakang rumah mengambil sapu. Sampai di belakang rumah; hari masih gelap. Reno mengarnbil keputusan untuk mencuci piring dulu. Reno bersemangat membantu pekerjaan ibunya. Tanpa sengaja piring yang dia cuci terjatuh. Ayah dan ibu Reno terbangun mendengar suara tersebut. Mereka bergegas menuju dapur.   Ada apa Reno $   tanya Ibu.   Maafkan Reno; Bu. Saya tidak sengaja menjatuhkan piring ini. Tadi Reno ingin membantu ibu;   jawab Reno.   Ya; sudah; Nak; tidak apa-apa. Terima kasih kamu mau membantu ibu. Lain kali lebih hati-hati; ya!   kata lbu.',' Keteladanan yang ditunjukkan tokoh Reno adalah',' Rajin bangun pagi dan menyapu halaman rumah.',' Rajin bangun pagi dan meringankan pekerjaan ibunya.',' Mau membantu meringankan pekerjaan ibunya.',' Mau mengakui kesalahannya dan meminta maaf.','Mau mengakui kesalahannya dan meminta maaf.',Sulit
Membaca,' Induk Ayam dan Burung Elang hidup berdampingan dengan rukun. Keduanya saling menolong dalam keseharian. Suatu hari Induk Ayam mendatangi Elang. Malam itu; Induk Ayam mendapat undangan pesta. Ia bermaksud meminjam cincin yang indah milik elang. Sambil menyerahkan cincin; Elang berpesan;  $Hati-hati; benda ini sangat berharga bagiku. Kalau hilang; nyawa anak-anakmu sebagai jaminannya. $ Induk Ayam sangat menikmati pesta yang meriah itu. Ia menjadi pusat perhatian kaum ayam. Semua mengagumi cincin yang dipakainya. Ia menari mengikuti alunan musik bersama teman-temannya. Semaraknya suasna membuat Induk Ayam lupa pada anak serta cincin di cakarnya. Karena lelah; ia terlelap tidur. Keesokan hari; ia teringat pada cincin Burung Elang. Induk Ayam menengok kakinya.  $Hah; celaka aku! $ Dengan panik; dikoreknya setiap gundukan tanah. Ia mencari-cari cincin itu. Karena lelah; akhirnya ia melapor kepada Burung Elang. Burung Elang sangat murka. Ia mengancam akan mengambil anak-anak ayam. Sampai kini; induk ayam masih terus mengais tanah. Ia berusaha melindungi anak-anaknya dari buruan elang. ',' Tema cerita tersebut adalah ....',' budi pekerti   ',' kegemaran   ',' kegiatan   ',hiburan,' budi pekerti   ',Sulit
Membaca,' Rumah Indra dan Andri berdampingan. Hampir setiap hari; dimanapun; mereka pasti berdua. Usia mereka hanya selisih satu bulan. Banyak orang menyangka mereka anak kembar. Wajah mereka mirip. Rambut merekapun sama-sama ikal. Dar kecil hingga kini; menjelang usia 12 tahun; tidak pernah berselisih. Bila terjadi beda pendapat; salah satu dari mereka pasti mengalah. Masalah makanan; mereka tidak pernah berebut. Mereka saling berbagi makanan yang dibawanya. Bahkan; tidak jarang Indra sering mengalah kepada Andri. Kini mereka sama-sama duduk di kelas enam. ','Keteladanan yang terdapat dalam teks tersebut adalah ....',' Bersedia mengalah   ',' Sering berbagi makanan   ',' Tidak pernah memaksakan kehenda   ','Tidak pernah berebut hak milik orang lain',' Tidak pernah memaksakan kehenda   ',Sulit
Membaca,' Pak Hardi adalah tukang tambal ban yang giat bekerja. Ia menghidupi tiga orang anaknya yang masih kecil. Setiap hari; ia harus pergi ke tempat tambal ban di pinggir jalan. Walau tak seberapa yang didapatkan setiap harinya; ia selalu bersyukur. Dalam hatinya; ia ingin mendapatkan pekerjaan yang layak dan dapat menghidupi keluarganya seperti kebanyakan orang. Suatu pagi; ia bergegas menuju tempat pekerjaannya. Tiba tiba  $Bluuk ...!ada sebuah tas jatuh di depannya. Dipungutnya lalu diteriakkan kepada seorang wanita yang sedang dibonceng sepeda motor.  $Ibu...  ibu ...  tas ibu jatuh ...! teriaknya. Spontan ibu muda yang dibonceng tadi menoleh ke belakang. ','Keteladanan yang patut dicontoh dari Pak Hardi adalah...',' Pekerja keras dengan mengharap imbalan',' Menuntut balas pada orang yang menyakiti',' Pekerja keras dan ihlas',' Menerima takdir Tuhan',' Pekerja keras dan ihlas',Sulit
Membaca,' Induk Ayam dan Burung Elang hidup berdampingan dengan rukun. Keduanya saling menolong dalam keseharian. Suatu hari Induk Ayam mendatangi Elang. Malam itu; Induk Ayam mendapat undangan pesta. Ia bermaksud meminjam cincin yang indah milik elang. Sambil menyerahkan cincin; Elang berpesan;  $Hati-hati; benda ini sangat berharga bagiku. Kalau hilang; nyawa anak-anakmu sebagai jaminannya. $ Induk Ayam sangat menikmati pesta yang meriah itu. Ia menjadi pusat perhatian kaum ayam. Semua mengagumi cincin yang dipakainya. Ia menari mengikuti alunan musik bersama teman-temannya. Semaraknya suasna membuat Induk Ayam lupa pada anak serta cincin di cakarnya. Karena lelah; ia terlelap tidur. Keesokan hari; ia teringat pada cincin Burung Elang. Induk Ayam menengok kakinya.  $Hah; celaka aku! $ Dengan panik; dikoreknya setiap gundukan tanah. Ia mencari-cari cincin itu. Karena lelah; akhirnya ia melapor kepada Burung Elang. Burung Elang sangat murka. Ia mengancam akan mengambil anak-anak ayam. Sampai kini; induk ayam masih terus mengais tanah. Ia berusaha melindungi anak-anaknya dari buruan elang. ',' Nilai moral positif tokoh induk ayam dalam penggalan cerita tersebut adalah ....',' jujur atas segala kesalahan yang dilakukannya   ',' menepati perjanjian yang sudah disepakati   ',' berusaha keras menyenangkan sahabatnya   ','suka menjalin persahabatan dengan burung',' jujur atas segala kesalahan yang dilakukannya   ',Sulit
Membaca,' Riri anak yang gemar menabung. Tiap hari ia selalu sisihkan uang jajannya untuk ditabung. Ia berharap tabungannya bisa digunakan untuk membeli sepeda idamannya. Suatu hari Ica sahabat Riri sakit keras dan dirawat di rumah sakit. Ica sakit leukemia. Orang tua Ica sudah mulai kebingungan tentang biaya pengobatan Ica. Maklum orang tua Ica hidup serba kekurangan. Melihat kondisi Ica; Riri amat prihatin.  $Baiknya uang tabunganku untuk membeli sepeda atau membantu pengobatan Ica ya $ $ Tanya Riri dalam hati.  $Ica sangat membutuhkan pengobatan; tapi sepeda idaman itu sampai terbawa dalam mimpiku. $  $Ah; begini saja!Nyawa temanku lebih berharga daripada sepeda itu. $ ','Kesimpulan cerita tersebut adalah ....',' Ica dan Riri berteman akrab sejak kecil   ',' Riri gemar menabung untuk beli sepeda   ',' Riri mengurungkan niatnya membeli sepeda idaman   ','Riri merelakan tabungannya demi pengobatan sahabat','Riri merelakan tabungannya demi pengobatan sahabat',Sulit
Membaca,' Riri anak yang gemar menabung. Tiap hari ia selalu sisihkan uang jajannya untuk ditabung. Ia berharap tabungannya bisa digunakan untuk membeli sepeda idamannya. Suatu hari Ica sahabat Riri sakit keras dan dirawat di rumah sakit. Ica sakit leukemia. Orang tua Ica sudah mulai kebingungan tentang biaya pengobatan Ica. Maklum orang tua Ica hidup serba kekurangan. Melihat kondisi Ica; Riri amat prihatin.  $Baiknya uang tabunganku untuk membeli sepeda atau membantu pengobatan Ica ya $ $ Tanya Riri dalam hati.  $Ica sangat membutuhkan pengobatan; tapi sepeda idaman itu sampai terbawa dalam mimpiku. $  $Ah; begini saja!Nyawa temanku lebih berharga daripada sepeda itu. $ ','Amanat cerita tersebut adalah ....',' Membantu sesama yang sangat membutuhkan   ',' Jangan mengutamakan keinginan pribadi   ',' Seringlah beramal agar hidup berkah   ','Bersahabat baik dengan sesama',' Membantu sesama yang sangat membutuhkan   ',Sulit
Membaca,' Rumah Indra dan Andri berdampingan. Hampir setiap hari; dimanapun; mereka pasti berdua. Usia mereka hanya selisih satu bulan. Banyak orang menyangka mereka anak kembar. Wajah mereka mirip. Rambut merekapun sama-sama ikal. Dar kecil hingga kini; menjelang usia 12 tahun; tidak pernah berselisih. Bila terjadi beda pendapat; salah satu dari mereka pasti mengalah. Masalah makanan; mereka tidak pernah berebut. Mereka saling berbagi makanan yang dibawanya. Bahkan; tidak jarang Indra sering mengalah kepada Andri. Kini mereka sama-sama duduk di kelas enam. ','Tema teks tersebut adalah ....',' Tolong menolong   ',' Persahabatan   ',' Budi pekerti   ',Pendidikan,' Persahabatan   ',Sulit
Membaca,' Pembiasaan Hidup Sehat Sejak Kecil Pola hidup sehat harus dibiasakan sejak kecil oleh para orang tua kepada anak-anak mereka. Pola hidup sehat itu antara lain meliputi makan makanan bergizi; istirahat yang cukup; olah raga teratur; dan memeriksakan kesehatan diri ke dokter secarateratur pula. Kebiasaan makan makanan bergizi dengan kadar seimbang menyebabkan tubuh anak mengalami pertumbuhan dan perkembangan yang baik. Selain itu tubuh anak yang sehat juga mempunyai daya kekebalan yang baik terhadap serangan berbagai penyakit. Orang tua harus memenuhi kebutuhan zat gizi anak-anaknya. Pemenuhan gizi itu dimulai dengan pemberian ASI saat anak masih di usia balita. Semakin bertambah usia; maka semakin bertambah pula kebutuhan gizi seorang anak.  ','Bagaimana cara memenuhi gizi anak pada usia balita $',' Menambah gizi anak seiring bertambahnya usia anak.',' Makan makanan bergizi; istirahat cukup; dan olahraga keras.',' Mempunyai kekebalan yang baik terhadap serangan berbagai penyakit.','  Pemenuhan gizi dengan pemberian ASI saat anak masih di usia balita',' Pemenuhan gizi dengan pemberian ASI saat anak masih di usia balita',Sulit
Membaca,'Paginya ia bangun seperti biasanya. Salat subuh; mandi lalu sarapan pagi. Pukul 06.40 ia berangkat sekolah. Sesampainya di sekolah; ia sempat beristirahat sebentar. Lalu masuk. Jam pertama ulangan Matematika. Fauzan mengerjakan soal ulangan dengan tenang. Meskipun ada soal yang tidak bisa; ia berusaha mengerjakan soal apa adanya. Fauzan tetap jujur. Ia tidak mau menyontek pekerjaan teman sebangku. Dodo tidak bisa mengerjakan soal ulangan. Dodo ingin menyontek; tetapi tidak ada kesempatan. Pak Budi mengawasi dengan ketat. Ia juga tidak bisa minta bantuan kepada teman-temannya. Keringat membasahi tubuhnya. Ia pusing. Ia pun pasrah. Seandainya ia sempat belajar; mungkin ia tidak bingung.','Simpulan dari paragraf tersebut adalah....',' \tDodo tidak perlu belajar karena ia sudah menguasai pelajaran Matematika.',' Semua siswa dapat mengerjakan ulangan Matematika dengan nilai baik.',' Pak Budi  mengawasi siswa dengan ketat agar para siswa tidak menyontek.',' Dodo tidak dapat mengerjakan ulangan Matematika karena tidak belajar','Dodo tidak dapat mengerjakan ulangan Matematika karena tidak belajar',Sulit
Membaca,' Bacalah cerita berikut! Pak Hardi adalah tukang tambal ban yang giat bekerja. Ia menghidupi tiga orang anaknya yang masih kecil. Setiap hari; ia harus pergi ke tempat tambal ban di pinggir jalan. Walau tak seberapa yang didapatkan setiap harinya; ia selalu bersyukur. Dalam hatinya; ia ingin mendapatkan pekerjaan yang layak dan dapat menghidupi keluarganya seperti kebanyakan orang. Suatu pagi; ia bergegas menuju tempat pekerjaannya. Tiba tiba  $Bluuk ...!ada sebuah tas jatuh di depannya. Dipungutnya lalu diteriakkan kepada seorang wanita yang sedang dibonceng sepeda motor.  $Ibu...  ibu ...  tas ibu jatuh ...! teriaknya. Spontan ibu muda yang dibonceng tadi menoleh ke belakang. Tukang ojek pun berhenti dan si ibu muda tadi berlari menuju Pak Hardi.  $He ... kamu mau mencuri ya ! $ Teriak ibu tadi.  $Maaf Bu; tas ibu ini terjatuh dan saya memungutnya untuk saya kembalikan; $ kata Pak Hardi dengan jujur.  $Ah aku tidak percaya; mana ada pencuri mengaku; $ Si ibu muda naik pitam. Beruntung ada ketua RT yang kebetulan lewat dan memperhatikan sedari tadi.  $Maaf Bu; Bapak ini memang benar; ia memungut dan mengembalikannya kepada ibu. Seharusnya ibu berterima kasih kepada Bapak ini. $ Tanpa basa basi ibu itu langsung pergi tanpa sepata kata. ',' Penyebab terjadinya konflik pada cerita tersebut adalah $',' Pak Hardi dituduh sebagai pencuri',' Pak Hardi diremehkan sebagai tukang tambal ban',' Pak Hardi terbebani hutang yang banyak',' Pak Hardi memiliki anak yang nakal',' Pak Hardi dituduh sebagai pencuri',Sulit
Membaca,' Suatu pagi; ia bergegas menuju tempat pekerjaannya. Tiba tiba  $Bluuk ...!ada sebuah tas jatuh di depannya. Dipungutnya lalu diteriakkan kepada seorang wanita yang sedang dibonceng sepeda motor.  $Ibu...  ibu ...  tas ibu jatuh ...! teriaknya. Spontan ibu muda yang dibonceng tadi menoleh ke belakang. Tukang ojek pun berhenti dan si ibu muda tadi berlari menuju Pak Hardi.  $He ... kamu mau mencuri ya ! $ Teriak ibu tadi.  $Maaf Bu; tas ibu ini terjatuh dan saya memungutnya untuk saya kembalikan; $ kata Pak Hardi dengan jujur.  $Ah aku tidak percaya; mana ada pencuri mengaku; $ Si ibu muda naik pitam. Beruntung ada ketua RT yang kebetulan lewat dan memperhatikan sedari tadi.  $Maaf Bu; Bapak ini memang benar; ia memungut dan mengembalikannya kepada ibu. Seharusnya ibu berterima kasih kepada Bapak ini. $ Tanpa basa basi ibu itu langsung pergi tanpa sepata kata.  ',' Nilai yang terkandung dalam cerita tersebut adalah $',' Jangan mudah menyalahkan orang lain.',' Jangan mudah menuduh orang lain',' Bebuat baiklah kepada orang lain',' Kiat harus membantu sesama',' Jangan mudah menuduh orang lain',Sulit
Membaca,' Bahan bakar minyak memiliki berbagai kegunaan. Sepeda motor rnenggunakan bahan bakar pertalite. Kendaraan bermesin diesel menggunakan bahan bakar solar. Pesawat terbang menggunakan avtur sebagai bahan bakar. Ibu rumah tangga menggunakan minyak tanah sebagai bahan bakar kompor minyak.',' Ide pokok paragraf tersebut adalah',' kegunaan bahan bakar minyak',' berbagai jenis kendaraan',' bahan bakar rumah tangga',' manfaat pertalite dan minyak tanah',' kegunaan bahan bakar minyak',Sulit
Membaca,' Bayam mengandung berbagai nutrisi yang bermanfaat bagi kesehatan. Kandungan zat besi bayam mencegah penyakit anemia. Sementara itu; seratnya dapat membantu mengatasi disentri.',' Ringkasan paragraf tersebut adalah',' Bayam mengandung zat besi untuk menyembuhkan anemia dan disentri.',' Kandungan serat dan zat besi dalam bayam dapat menyembuhkan semua penyakit.',' Kandungan nutrisi bayam mencegah anemia dan membantu mengatasi disentri.',' Bayam mengandung nutrisi yang terdiri atas zat besi dan serat mencegah anemia.',' Kandungan nutrisi bayam mencegah anemia dan membantu mengatasi disentri.',Sulit
Membaca,' Pada tanggal 28 Oktober 1928; para pemuda mengikrarkan Sumpah Pemuda. lkrar tersebut merupakan modal berharga bagi terwujudnya persatuan. Tekad untuk bersatu telah mengesampingkan unsur kedaerahan; kesukuan; keagamaan; dan golongan. Berkat persatuan muncul organisasi-organisasi pergerakan nasional.',' Hal yang akan terjadi jika para pemuda tidak mengikrarkan Sumpah Pemuda adalah',' rasa kedaerahan tiap pemuda masih kuat',' organisasi-organisasi dilarang keberadaannya',' negara kesatuan tidak segera terbentuk',' Indonesia tidak memiliki organisasi',' rasa kedaerahan tiap pemuda masih kuat',Sulit
Membaca,' Kukuruyu adalah raja bangsa ayam. la bersahabat dengan Halili; raja bangsa ikan tongkol. Mereka saling kunjung; meskipun hidup di alam yang berbeda. Suatu hari Kukuruyu mengajak Halili ikut pesta dansa di kampung nelayan. Mereka sepakat datang; saat senja tiba. Halili berpesan kepada Kukuruyu agar memberi tahu jika waktu fajar telah tiba. Jika tidak; bangsa manusia akan menyantap mereka. Kukuruyu menyanggupinya. Makanan enak tersaji di pesta. Kukuruyu dan Halili makan terlalu banyak. Mereka pun tertidur Ielap hingga melewati waktu fajar karena kekenyangan. Semua ikan tongkol ditangkap oleh nelayan. Halili kesal karena Kukuruyu ingkar janji. Halili bersumpah akan memakan bangsa ayam yang datang ke laut. Persahabatan mereka pun berubah menjadi permusuhan.',' Akhir cerita tersebut adalah',' Kukuruyu disumpahi Halili menjadi sahabatnya.',' Persahabatan Kukuruyu dan Halili tetap abadi.',' Bangsa ayam dan bangsa ikan tongkol bermusuhan.',' Kukuruyu tidak akan ke laut agar tidak dimakan Halili.',' Bangsa ayam dan bangsa ikan tongkol bermusuhan.',Sulit
Membaca,' Kukuruyu adalah raja bangsa ayam. la bersahabat dengan Halili; raja bangsa ikan tongkol. Mereka saling kunjung; meskipun hidup di alam yang berbeda. Suatu hari Kukuruyu mengajak Halili ikut pesta dansa di kampung nelayan. Mereka sepakat datang; saat senja tiba. Halili berpesan kepada Kukuruyu agar memberi tahu jika waktu fajar telah tiba. Jika tidak; bangsa manusia akan menyantap mereka. Kukuruyu menyanggupinya. Makanan enak tersaji di pesta. Kukuruyu dan Halili makan terlalu banyak. Mereka pun tertidur Ielap hingga melewati waktu fajar karena kekenyangan. Semua ikan tongkol ditangkap oleh nelayan. Halili kesal karena Kukuruyu ingkar janji. Halili bersumpah akan memakan bangsa ayam yang datang ke laut. Persahabatan mereka pun berubah menjadi permusuhan. ',' Amanat cerita tersebut adalah',' Jalinlah persahabatan dengan saling menghormati',' Tepatilah janji yang pernah diucapkan',' Jangan menginginkan barang yang bukan haknya!',' Kasihilah makhluk lain dengan sepenuh hati! ',' Tepatilah janji yang pernah diucapkan',Sulit
Membaca,' Jeko pergi ke hutan malam itu; ia mernakai topeng. Jeko memanjat pohon dengan rnembawa jaring untuk menangkap Goji; gajah sahabatnya. Jeko akan mengambil gading milik Goji Gading tersebut akan dijualnya. Tak larna kemudian; Goji dan Monyi. monvet kecil lewat. jeko bersiap-siap melempar jaringnya. Tiba-tiba; ranting yang dipanjat Jeko patah. la jatuh. Jeko mengalami luka-Iuka. Monyi segera menolong Jeko. Monyi membuka topeng Jeko. Goji dan Monyi mengantarkan Jeko pulang ke rurnah Jeko. Jeko kecewa tefah berniat jahat kepada Goji. Setelah sampai di rumah Jeko; Monyi segera mengobati luka Jeko. Pagi harinya; Goji mencarikan buah-buahan untuk Jeko. Sejak saat itu Jeko berjanji akan menyayangi Goji dan Monyi.',' Simpulan cerita tersebut adalah',' Goji menyadari niat jahat Jeko yang telah ditolongnya.',' Goji dan Jeko adalah sahabat baik yang telah rnenolong Monyi.',' Monyi sembuh karena ditolong oleh Goji dan Jeko; sahabatnya.',' Jeko berjanji akan menyayangi Goji dan Monyi sebagai sahabat. ','Jeko berjanji akan menyayangi Goji dan Monyi sebagai sahabat. ',Sulit
Membaca,' Hari Minggu yang dinanti oleh Mira akhirnya tiba. la dapat bermain dengan teman�temannya. Hatinya sangat gernbira. Saat mau melangkah tiba-tiba ia dipanggil ibunya.   Mir; ayo bantu Ibu memasak!     Ya; Bu;   jawab Mira sambil berlari.   Mir; cuci sayuran itu; ya!   suruh ibunya.   Ya; Bu.   Mira segera mencuci sayuran tersebut hingga bersih. Lalu ia membersihkan lantai yang kotor. Sesudah itu Mira meminta izin untuk bermain. Mira bergegas menuju halaman. Teman-temannya mengharnpiri:   Ayo; kita main petak umpet!   ajak mereka.   Ayo; maaf ya; tadi aku rnembantu ibuku dutur Mira memberi alasan. Ia bergabung dengan teman-temannya. Mereka bermain petak umpet di halaman rumah. Halaman rumah tempat mereka bermain cukup luas. Mereka bermain dengan gembira. Secara bergantian ada yang berjaga dan bersembunyi. Tanpa terasa hari telah sore. Mereka menyudahi permainan. Mereka pulang ke rumah masing-masing.',' Peristiwa yang akan terjadi jika Mira tidak membantu ibu memasak adalah',' Mira tidak akan bisa ikut bermain petak umpet.',' Lantai dapur ibu tetap kotor selamanya.',' Mira sedih karena ia tidak membantu ibunya.',' Pekerjaan rumah ibu Mira tidak cepat','Pekerjaan rumah ibu Mira tidak cepat',Sulit
Membaca,' Hari Minggu yang dinanti oleh Mira akhirnya tiba. la dapat bermain dengan teman�temannya. Hatinya sangat gernbira. Saat mau melangkah tiba-tiba ia dipanggil ibunya.   Mir; ayo bantu Ibu memasak!     Ya; Bu;   jawab Mira sambil berlari.   Mir; cuci sayuran itu; ya!   suruh ibunya.   Ya; Bu.   Mira segera mencuci sayuran tersebut hingga bersih. Lalu ia membersihkan lantai yang kotor. Sesudah itu Mira meminta izin untuk bermain. Mira bergegas menuju halaman. Teman-temannya mengharnpiri:   Ayo; kita main petak umpet!   ajak mereka.   Ayo; maaf ya; tadi aku rnembantu ibuku dutur Mira memberi alasan. Ia bergabung dengan teman-temannya. Mereka bermain petak umpet di halaman rumah. Halaman rumah tempat mereka bermain cukup luas. Mereka bermain dengan gembira. Secara bergantian ada yang berjaga dan bersembunyi. Tanpa terasa hari telah sore. Mereka menyudahi permainan. Mereka pulang ke rumah masing-masing.',' Nilai moral positif tokoh Mira pada cerita tersebut adalah','mau membantu teman-temannya','meminta rnaaf kepada ibu karena bermain','memaafkan teman yang datang terlambat','mau memenuhi permintaan ibunya','mau memenuhi permintaan ibunya',Sulit
Membaca,' Mangga merupakan tanaman buah musiman. Petani melakukan berbagai cara agar tanaman mangga berbuah tidak hanya pada musimnya. Petani dapat melakukan pemangkasan tanaman mangga. Petani juga dapat memacu pembuahan dengan zat perangsang buah.','  Bagaimana petani membuat tanaman mangga berbuah tidak hanya pada musimnya $ Cara petani membuat tanaman mangga berbuah tidak hanya pada musimnya adalah  ',' memacu pertumbuhan daun dan menanam p.ada musimnya',' melakukan pemangkasan tanaman dan pemberian zat perangsang buah',' memberikan zat perangsang daun dan melakukan pemangkasan',' melakukan pemangkasan buah dan pernberian z.at perangsang buah',' melakukan pemangkasan tanaman dan pemberian zat perangsang buah',Sulit
